City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Clyde River,CA,2022-01-26 01:21:19,70.4692,-68.5914,-7.37,84,100,17.27
283,Klaksvik,FO,2022-01-26 01:21:19,62.2266,-6.589,41.92,72,74,48.94
284,Aklavik,CA,2022-01-26 01:21:19,68.2191,-135.0107,20.12,89,90,23.33
285,Chapais,CA,2022-01-26 01:17:45,49.7834,-74.8492,-18.62,98,100,5.3
286,Minas De Barroteran,MX,2022-01-26 01:21:20,27.6333,-101.2833,61.7,38,0,11.52
287,Luangwa,ZM,2022-01-26 01:21:21,-15.6167,30.4167,70.88,99,100,5.44
288,Constitucion,CL,2022-01-26 01:21:21,-35.3333,-72.4167,57.0,93,0,8.9
289,Akhmeta,GE,2022-01-26 01:21:22,42.0311,45.2075,34.32,70,100,2.84
290,Ternate,ID,2022-01-26 01:21:22,0.8,127.4,83.48,73,41,5.35
291,Nochistlan,MX,2022-01-26 01:21:23,21.3667,-102.85,60.64,41,6,4.29
292,Ostrovnoy,RU,2022-01-26 01:21:23,68.0531,39.5131,17.76,84,19,17.9
293,Kiruna,SE,2022-01-26 01:21:24,67.8557,20.2251,18.52,79,100,10.36
294,Itarema,BR,2022-01-26 01:21:24,-2.9248,-39.9167,80.53,74,99,11.27
295,Englewood,US,2022-01-26 01:18:10,39.6478,-104.9878,26.29,85,20,0.0
296,Coolum Beach,AU,2022-01-26 01:21:25,-26.5333,153.1,79.23,87,98,3.0
297,Mao,ES,2022-01-26 01:21:25,39.8885,4.2658,41.56,93,0,2.3
298,Zaysan,KZ,2022-01-26 01:21:26,47.4667,84.8667,-9.29,83,46,3.02
299,La Libertad,EC,2022-01-26 01:21:26,-2.2333,-80.9,74.34,86,100,6.69
300,Wanaka,NZ,2022-01-26 01:21:27,-44.7,169.15,78.12,26,12,3.0
301,Pingdingshan,CN,2022-01-26 01:21:27,33.7385,113.3012,35.6,77,100,9.57
302,Fairbanks,US,2022-01-26 01:21:28,64.8378,-147.7164,19.36,75,40,8.05
303,Rio Grande,BR,2022-01-26 01:21:28,-32.035,-52.0986,78.94,88,96,9.6
304,Luba,GQ,2022-01-26 01:21:29,3.4568,8.5547,71.49,77,99,5.68
305,Lerwick,GB,2022-01-26 01:21:29,60.1545,-1.1494,44.6,69,72,32.44
306,Lodja,CD,2022-01-26 01:21:30,-3.4833,23.4333,69.75,97,100,1.95
307,Beloha,MG,2022-01-26 01:21:30,-25.1667,45.05,67.62,71,0,7.61
308,Santa Ana,US,2022-01-26 01:21:31,33.7456,-117.8678,68.86,69,0,1.01
309,Kudahuvadhoo,MV,2022-01-26 01:21:31,2.6708,72.8944,79.61,66,100,11.5
310,Torbay,CA,2022-01-26 01:21:32,47.6666,-52.7314,27.27,90,75,5.75
311,Asosa,ET,2022-01-26 01:21:32,10.0667,34.5333,66.25,34,50,6.24
312,Yenagoa,NG,2022-01-26 01:21:33,4.9247,6.2642,76.21,93,69,2.44
313,Boshnyakovo,RU,2022-01-26 01:21:33,49.6333,142.1667,12.56,75,40,0.81
314,Coihaique,CL,2022-01-26 01:21:34,-45.5752,-72.0662,59.61,58,0,0.0
315,Port Macquarie,AU,2022-01-26 01:21:34,-31.4333,152.9167,74.89,70,100,6.67
316,Masuda,JP,2022-01-26 01:21:35,34.6667,131.85,48.34,66,75,14.97
317,Avera,US,2022-01-26 01:22:35,33.194,-82.5271,52.72,72,97,5.03
318,Tucurui,BR,2022-01-26 01:22:35,-3.7661,-49.6725,75.29,87,100,3.18
319,Nosy Varika,MG,2022-01-26 01:22:36,-20.5833,48.5333,72.77,82,100,5.03
320,Ust-Shonosha,RU,2022-01-26 01:22:36,61.1531,41.343,4.57,100,84,3.53
321,Narsaq,GL,2022-01-26 01:22:37,60.9167,-46.05,26.82,88,100,10.38
322,Khingansk,RU,2022-01-26 01:22:37,49.1167,131.1833,-0.09,94,100,3.87
323,Fortuna,US,2022-01-26 01:22:38,40.5982,-124.1573,52.2,85,4,1.74
324,Kerrville,US,2022-01-26 01:20:07,30.0474,-99.1403,47.77,89,100,1.01
325,Lilongwe,MW,2022-01-26 01:22:39,-13.9669,33.7873,61.59,94,100,1.52
326,Kholtoson,RU,2022-01-26 01:22:39,50.2981,103.3097,-12.73,99,8,3.74
327,Luganville,VU,2022-01-26 01:22:39,-15.5333,167.1667,86.86,70,92,5.19
328,Vestmannaeyjar,IS,2022-01-26 01:22:40,63.4427,-20.2734,35.92,70,100,12.62
329,Jingdezhen,CN,2022-01-26 01:22:40,29.2947,117.2079,45.99,97,100,3.49
330,Carutapera,BR,2022-01-26 01:22:41,-1.195,-46.02,76.51,89,51,6.4
331,Kinsale,IE,2022-01-26 01:22:42,51.7075,-8.5306,42.24,93,40,4.61
332,Verkhnevilyuysk,RU,2022-01-26 01:22:42,63.4453,120.3167,-18.74,98,50,4.79
333,Kavieng,PG,2022-01-26 01:22:42,-2.5744,150.7967,84.15,73,99,7.52
334,Great Yarmouth,GB,2022-01-26 01:22:43,52.6083,1.7305,36.95,90,47,9.82
335,Joshimath,IN,2022-01-26 01:19:16,30.5667,79.5667,28.54,58,69,7.65
336,Turukhansk,RU,2022-01-26 01:22:43,65.8167,87.9833,-17.39,100,91,6.33
337,Loralai,PK,2022-01-26 01:22:44,30.3705,68.598,34.65,37,0,5.37
338,Krasnoye,UA,2022-01-26 01:22:44,49.9145,24.6134,33.19,98,100,13.49
339,Taveta,KE,2022-01-26 01:22:45,-3.3963,37.6736,66.38,89,24,6.46
340,Pacific Grove,US,2022-01-26 01:22:11,36.6177,-121.9166,61.57,84,0,5.01
341,Kaeo,NZ,2022-01-26 01:22:45,-35.1,173.7833,74.32,96,5,10.56
342,San Juan De Uraba,CO,2022-01-26 01:22:46,8.7592,-76.5297,78.66,82,100,8.14
343,Barda,AZ,2022-01-26 01:22:46,40.3744,47.1267,39.83,80,100,8.57
344,Perpignan,FR,2022-01-26 01:22:47,42.75,2.75,40.53,86,0,2.3
345,Pangody,RU,2022-01-26 01:22:47,65.85,74.4859,3.18,94,100,18.57
346,Mayo,US,2022-01-26 01:22:48,38.8876,-76.5119,35.71,55,100,7.0
347,Honningsvag,NO,2022-01-26 01:22:48,70.9821,25.9704,32.58,58,100,29.39
348,Ukiah,US,2022-01-26 01:22:49,39.1502,-123.2078,60.69,54,0,6.91
349,Beringovskiy,RU,2022-01-26 01:22:49,63.05,179.3167,-21.89,92,23,0.31
350,Altus,US,2022-01-26 01:22:50,34.6381,-99.334,36.91,39,0,18.41
351,Kahului,US,2022-01-26 01:22:50,20.8947,-156.47,84.22,53,20,12.66
352,Paamiut,GL,2022-01-26 01:22:51,61.994,-49.6678,19.98,76,100,5.68
353,Kenora,CA,2022-01-26 01:22:51,49.8167,-94.4337,-13.23,76,0,8.05
354,Andenes,NO,2022-01-26 01:22:52,69.3143,16.1194,30.18,86,100,11.5
355,Ayagoz,KZ,2022-01-26 01:22:52,47.9714,80.4392,-7.58,100,100,4.52
356,Yanam,IN,2022-01-26 01:22:53,16.7333,82.2167,70.2,95,0,2.71
357,Ukholovo,RU,2022-01-26 01:22:53,53.7929,40.4892,12.76,96,100,5.44
358,Yar-Sale,RU,2022-01-26 01:22:54,66.8333,70.8333,11.48,94,100,17.78
359,Senneterre,CA,2022-01-26 01:22:54,48.3835,-77.2328,-23.58,98,76,4.0
360,Markala,ML,2022-01-26 01:22:54,13.7021,-6.0659,68.56,14,80,9.4
361,Otane,NZ,2022-01-26 01:22:55,-39.8833,176.6333,79.02,36,87,1.92
362,Dawlatabad,AF,2022-01-26 01:22:55,36.4141,64.9053,37.67,51,0,1.99
363,Shaoyang,CN,2022-01-26 01:22:56,27.2315,111.4525,39.22,91,100,4.97
364,Bam,IR,2022-01-26 01:22:56,29.106,58.357,46.6,26,0,2.08
365,Buala,SB,2022-01-26 01:23:57,-8.145,159.5921,82.15,78,100,5.64
366,Cockburn Town,TC,2022-01-26 01:23:26,21.4612,-71.1419,76.96,71,0,9.42
367,Lichinga,MZ,2022-01-26 01:23:57,-13.3128,35.2406,59.94,97,100,5.46
368,Portland,US,2022-01-26 01:23:58,45.5234,-122.6762,46.49,69,20,1.01
369,Denpasar,ID,2022-01-26 01:23:58,-8.65,115.2167,87.46,70,20,8.05
370,Norwich,GB,2022-01-26 01:23:59,52.6278,1.2983,37.35,90,100,5.75
371,Naifaru,MV,2022-01-26 01:23:59,5.4444,73.3657,79.97,62,100,9.82
372,Mbala,ZM,2022-01-26 01:23:59,-8.8402,31.3659,60.19,93,100,2.66
373,Bozoum,CF,2022-01-26 01:24:00,6.3193,16.3799,67.78,21,100,3.85
374,Petropavlovsk-Kamchatskiy,RU,2022-01-26 01:23:28,53.0452,158.6483,7.39,61,0,8.95
375,Shingu,JP,2022-01-26 01:24:01,33.7333,135.9833,52.79,51,93,3.36
376,Huayucachi,PE,2022-01-26 01:24:01,-12.1333,-75.2333,53.73,82,78,4.68
377,Auray,FR,2022-01-26 01:24:01,47.6703,-2.9918,39.88,93,0,6.49
378,Coahuayana,MX,2022-01-26 01:24:02,18.7333,-103.6833,81.88,74,0,3.04
379,Inirida,CO,2022-01-26 01:20:20,3.8653,-67.9239,77.94,84,100,3.24
380,Xiamen,CN,2022-01-26 01:24:02,24.4798,118.0819,64.45,77,100,2.24
381,Bafq,IR,2022-01-26 01:24:03,31.6128,55.4107,46.72,31,0,2.46
382,Saint George,US,2022-01-26 01:24:03,37.1041,-113.5841,48.63,36,0,1.99
383,Sorong,ID,2022-01-26 01:24:04,-0.8833,131.25,84.67,78,73,13.94
384,Nara,JP,2022-01-26 01:21:21,34.6851,135.8049,45.5,50,10,4.65
385,Laredo,US,2022-01-26 01:24:04,27.5064,-99.5075,62.85,61,0,12.66
386,Skala,PL,2022-01-26 01:24:05,50.2305,19.8536,33.08,95,100,8.05
387,Kambove,CD,2022-01-26 01:24:05,-10.8764,26.5969,59.41,97,100,3.4
388,Inta,RU,2022-01-26 01:24:05,66.0317,60.1659,18.75,85,100,19.37
389,Caaguazu,PY,2022-01-26 01:24:06,-25.45,-56.0167,77.07,77,91,8.08
390,Ribeira Grande,PT,2022-01-26 01:24:06,38.5167,-28.7,59.68,79,100,6.98
391,Naze,JP,2022-01-26 01:24:07,28.3667,129.4833,63.52,64,43,9.66
392,Mehamn,NO,2022-01-26 01:24:07,71.0357,27.8492,30.88,65,100,26.17
393,Changping,CN,2022-01-26 01:24:08,40.2186,116.2197,26.24,50,100,6.91
394,Ballina,AU,2022-01-26 01:24:08,-28.8667,153.5667,78.98,88,100,5.75
395,Bac Lieu,VN,2022-01-26 01:24:09,9.285,105.7244,79.11,74,24,13.0
396,Kinango,KE,2022-01-26 01:20:11,-4.1372,39.3153,73.22,83,89,5.48
397,Jurm,AF,2022-01-26 01:24:09,36.8648,70.8342,14.5,53,0,6.53
398,Tamale,GH,2022-01-26 01:24:10,9.4008,-0.8393,73.08,14,0,7.58
399,Yeppoon,AU,2022-01-26 01:24:10,-23.1333,150.7333,87.58,61,70,11.12
400,Macomer,IT,2022-01-26 01:24:11,40.262,8.7699,27.43,83,0,1.05
401,Altamira,BR,2022-01-26 01:24:11,-3.2033,-52.2064,75.31,78,88,2.73
402,Novoagansk,RU,2022-01-26 01:24:11,61.9449,76.6625,-7.71,100,88,6.31
403,Laureles,US,2022-01-26 01:24:12,26.1092,-97.4941,59.05,67,100,1.99
404,Erenhot,CN,2022-01-26 01:24:12,43.6475,111.9767,3.25,86,15,6.08
405,Yuci,CN,2022-01-26 01:24:13,37.6803,112.7319,26.35,68,100,2.24
406,Kasongo-Lunda,CD,2022-01-26 01:24:13,-6.4667,16.8167,70.79,97,100,1.32
407,Gouyave,GD,2022-01-26 01:24:14,12.1646,-61.7296,75.97,83,20,16.11
408,Belvedere Marittimo,IT,2022-01-26 01:24:14,39.6179,15.8617,30.11,54,1,4.03
409,Khovu-Aksy,RU,2022-01-26 01:24:15,51.1333,93.6,-13.04,91,40,5.57
410,Preobrazheniye,RU,2022-01-26 01:24:15,42.9019,133.9064,26.62,54,100,2.86
411,Tiarei,PF,2022-01-26 01:24:16,-17.5333,-149.3333,87.82,77,99,15.05
412,Chapadinha,BR,2022-01-26 01:25:16,-3.7417,-43.3603,73.63,88,67,2.15
413,Osorno,CL,2022-01-26 01:23:52,-40.5667,-73.15,59.25,78,6,3.78
414,Buraydah,SA,2022-01-26 01:25:17,26.326,43.975,52.25,41,0,10.98
415,Geraldton,AU,2022-01-26 01:25:17,-28.7667,114.6,82.81,34,0,14.97
416,Silopi,TR,2022-01-26 01:25:18,37.2497,42.4694,34.95,68,7,7.14
417,Araquari,BR,2022-01-26 01:25:18,-26.3703,-48.7211,80.53,83,75,3.44
418,Pankrushikha,RU,2022-01-26 01:25:19,53.8319,80.3406,7.18,95,100,10.36
419,Ambovombe,MG,2022-01-26 01:25:19,-25.1667,46.0833,66.78,76,0,3.74
420,Paidha,UG,2022-01-26 01:25:20,2.4167,30.9855,64.15,40,54,3.42
421,Cururupu,BR,2022-01-26 01:25:21,-1.8283,-44.8683,75.67,90,61,3.33
422,Wageningen,NL,2022-01-26 01:25:21,51.9667,5.6667,38.08,84,100,3.44
423,Lae,PG,2022-01-26 01:25:22,-6.7221,146.9847,88.47,61,100,2.42
424,Aleksandrovskoye,RU,2022-01-26 01:25:22,44.7142,43.0008,28.15,88,100,4.7
425,Ridgecrest,US,2022-01-26 01:25:23,35.6225,-117.6709,60.66,13,0,1.99
426,Kruisfontein,ZA,2022-01-26 01:22:43,-34.0033,24.7314,67.89,93,100,7.81
427,Mercedes,AR,2022-01-26 01:25:23,-34.6515,-59.4307,76.89,90,39,5.64
428,Richards Bay,ZA,2022-01-26 01:25:24,-28.783,32.0377,73.26,92,33,3.24
429,Itoman,JP,2022-01-26 01:25:24,26.1247,127.6694,68.4,62,20,10.36
430,Praia,CV,2022-01-26 01:25:25,14.9215,-23.5087,73.38,75,6,15.12
431,Akyab,MM,2022-01-26 01:25:25,20.15,92.9,70.63,76,66,6.29
432,Gravina In Puglia,IT,2022-01-26 01:25:25,40.8197,16.4228,39.56,72,28,9.24
433,Iwaki,JP,2022-01-26 01:25:26,37.05,140.8833,43.34,86,100,1.01
434,Dzaoudzi,YT,2022-01-26 01:25:26,-12.7887,45.2699,78.69,94,100,5.75
435,Bambous Virieux,MU,2022-01-26 01:25:27,-20.3428,57.7575,75.45,69,40,10.36
436,Paranga,RU,2022-01-26 01:25:27,56.7039,49.4047,5.09,95,100,7.52
437,Cabedelo,BR,2022-01-26 01:25:28,-6.9811,-34.8339,79.47,73,100,12.57
438,Iwanai,JP,2022-01-26 01:25:28,42.9744,140.5089,31.19,70,100,5.17
439,Puri,IN,2022-01-26 01:25:29,19.8,85.85,66.72,85,0,8.7
440,Bengkulu,ID,2022-01-26 01:25:29,-3.8004,102.2655,78.35,80,95,3.58
441,Soyo,AO,2022-01-26 01:25:29,-6.1349,12.3689,76.84,81,100,4.43
442,Saravan,AM,2022-01-26 01:25:30,39.7196,45.6483,20.05,82,7,6.38
443,Magalalag,PH,2022-01-26 01:25:30,17.5754,121.7411,75.02,82,96,3.78
444,Pio Xii,BR,2022-01-26 01:25:31,-3.8325,-45.1525,73.69,93,100,4.09
445,Jiayuguan,CN,2022-01-26 01:25:31,39.8167,98.3,15.96,46,73,3.47
446,Vostok,RU,2022-01-26 01:25:32,46.4856,135.8833,7.48,89,100,1.41
447,Oksfjord,NO,2022-01-26 01:25:32,70.2396,22.3479,29.32,77,100,16.82
448,Mananjary,MG,2022-01-26 01:25:33,-21.2167,48.3333,71.04,86,53,3.69
449,Qujing,CN,2022-01-26 01:25:33,25.4833,103.7833,48.11,78,1,9.86
450,Broome,US,2022-01-26 01:25:33,42.2506,-75.833,21.16,84,100,4.0
451,Clearlake,US,2022-01-26 01:25:34,38.9582,-122.6264,56.79,26,0,4.45
452,Piet Retief,ZA,2022-01-26 01:25:34,-27.0071,30.8132,60.8,99,92,2.84
453,Aviles,ES,2022-01-26 01:21:30,43.5547,-5.9248,46.72,91,0,2.3
454,Codrington,AU,2022-01-26 01:25:35,-38.2667,141.9667,93.51,31,47,6.42
455,Pemangkat,ID,2022-01-26 01:25:35,1.1667,108.9667,79.45,81,31,8.08
456,Ereymentau,KZ,2022-01-26 01:25:36,51.6199,73.1033,11.08,85,100,16.08
457,Pilar,BR,2022-01-26 01:21:12,-9.5972,-35.9567,78.73,82,52,5.55
458,Havelock,US,2022-01-26 01:21:03,34.8791,-76.9013,51.93,86,100,0.0
459,Bilma,NE,2022-01-26 01:25:37,18.6853,12.9164,55.85,26,2,17.4
460,Katobu,ID,2022-01-26 01:25:37,-4.9408,122.5276,83.79,70,100,4.5
461,Olafsvik,IS,2022-01-26 01:26:38,64.8945,-23.7142,32.13,73,69,7.58
462,Zhigansk,RU,2022-01-26 01:26:38,66.7697,123.3711,-13.52,98,97,7.92
463,Apiai,BR,2022-01-26 01:26:38,-24.5094,-48.8425,66.56,99,99,3.38
464,Abalak,RU,2022-01-26 01:26:39,58.1286,68.5944,12.6,97,100,3.51
465,Kununurra,AU,2022-01-26 01:26:39,-15.7667,128.7333,80.58,89,75,8.05
466,Los Llanos De Aridane,ES,2022-01-26 01:26:40,28.6585,-17.9182,58.75,56,20,4.0
467,Lasa,IT,2022-01-26 01:26:40,46.6166,10.7002,44.06,63,0,6.08
468,Tromso,NO,2022-01-26 01:24:13,69.6496,18.957,27.25,93,75,1.01
469,Nishihara,JP,2022-01-26 01:26:41,26.1842,127.7558,67.68,64,20,6.91
470,Lieksa,FI,2022-01-26 01:26:41,63.3167,30.0167,9.3,99,95,5.03
471,Castellarano,IT,2022-01-26 01:26:42,44.5131,10.7329,44.46,94,0,1.45
472,Bose,IT,2022-01-26 01:26:42,45.4612,8.0137,41.95,62,0,2.37
473,Aguimes,ES,2022-01-26 01:26:42,27.9054,-15.4461,59.63,63,40,13.8
474,Maraa,BR,2022-01-26 01:26:43,-1.8333,-65.3667,73.74,98,100,1.9
475,La Plata,AR,2022-01-26 01:26:43,-34.9215,-57.9545,80.37,88,100,4.94
476,Rafai,CF,2022-01-26 01:26:44,4.95,23.9167,74.86,25,100,5.14
477,Umm Kaddadah,SD,2022-01-26 01:26:44,13.6017,26.6876,62.08,25,93,18.79
478,Oxford,GB,2022-01-26 01:25:57,51.7522,-1.256,38.77,93,100,1.01
479,Auki,SB,2022-01-26 01:26:45,-8.7676,160.7034,80.74,85,100,6.69
480,Santa Cruz,BO,2022-01-26 01:22:13,-17.8,-63.1667,81.86,74,100,8.05
481,Lagos,NG,2022-01-26 01:23:35,6.5833,3.75,79.12,85,0,3.24
482,Pahrump,US,2022-01-26 01:26:45,36.2083,-115.9839,55.26,21,0,5.01
483,Lompoc,US,2022-01-26 01:26:46,34.6391,-120.4579,61.41,84,0,10.36
484,Lufilufi,WS,2022-01-26 01:26:46,-13.8745,-171.5986,91.18,73,29,2.37
485,Golspie,GB,2022-01-26 01:26:47,57.9727,-3.978,46.99,80,100,19.71
486,Ponnani,IN,2022-01-26 01:26:47,10.767,75.9252,72.72,84,58,5.68
487,North Bend,US,2022-01-26 01:26:48,43.4065,-124.2243,57.92,71,0,4.61
488,Ishigaki,JP,2022-01-26 01:26:48,24.3448,124.1572,73.53,73,75,11.5
489,Margate,GB,2022-01-26 01:26:49,51.3813,1.3862,36.97,83,100,4.0
490,Hampton,US,2022-01-26 01:26:49,37.0299,-76.3452,44.1,78,20,1.01
491,Tabas,IR,2022-01-26 01:26:49,33.5959,56.9244,44.89,29,0,2.24
492,Bukama,CD,2022-01-26 01:26:50,-9.2,25.85,68.4,99,100,1.07
493,Mikhaylovka,RU,2022-01-26 01:26:50,50.06,43.2379,9.77,99,100,5.06
494,Elizabeth City,US,2022-01-26 01:26:51,36.2946,-76.2511,45.0,81,0,8.05
495,Katsuura,JP,2022-01-26 01:26:51,35.1333,140.3,47.19,91,100,15.23
496,Wattegama,LK,2022-01-26 01:26:52,6.7989,81.4808,63.52,93,86,2.8
497,Dingle,PH,2022-01-26 01:26:52,10.9995,122.6711,79.92,86,100,12.33
498,Pala,TD,2022-01-26 01:26:53,9.3642,14.9046,68.43,19,10,8.99
499,Pangnirtung,CA,2022-01-26 01:26:53,66.1451,-65.7125,-12.03,99,100,2.26
500,Winslow,US,2022-01-26 01:23:51,35.0242,-110.6974,46.58,36,100,5.01
501,Roald,NO,2022-01-26 01:26:54,62.5833,6.1333,44.91,87,40,21.85
502,Saint-Francois,FR,2022-01-26 01:26:54,46.4154,3.9054,25.68,100,100,1.14
503,The Valley,AI,2022-01-26 01:26:55,18.217,-63.0578,77.09,74,36,17.81
504,Birin,NP,2022-01-26 01:26:55,26.8865,88.0718,41.2,81,8,3.02
505,Malazgirt,TR,2022-01-26 01:26:56,39.1427,42.5401,7.74,96,79,2.93
506,Abha,SA,2022-01-26 01:26:56,18.2164,42.5053,51.62,87,0,3.44
507,Kwidzyn,PL,2022-01-26 01:26:56,53.7249,18.9311,37.24,88,100,7.72
508,Kraskino,RU,2022-01-26 01:27:57,42.7114,130.7794,21.06,63,7,9.06
509,Yumaguzino,RU,2022-01-26 01:27:57,52.9041,56.3933,-1.7,98,74,4.25
510,Shuyskoye,RU,2022-01-26 01:27:58,59.3736,41.0305,17.56,97,100,1.23
511,Rawson,AR,2022-01-26 01:27:58,-43.3002,-65.1023,62.31,63,1,18.95
512,Zyryanka,RU,2022-01-26 01:27:59,65.75,150.85,-34.73,99,87,6.24
513,Porosozero,RU,2022-01-26 01:27:59,62.7191,32.727,2.59,100,87,4.16
514,Kon Tum,VN,2022-01-26 01:28:00,14.35,108.0,69.4,78,48,2.57
515,Yatou,CN,2022-01-26 01:28:00,37.15,122.3833,35.8,56,13,10.22
516,Rocha,UY,2022-01-26 01:28:01,-34.4833,-54.3333,73.22,95,100,5.66
517,Bayonet Point,US,2022-01-26 01:28:01,28.3267,-82.6834,55.94,94,100,14.0
518,Port Shepstone,ZA,2022-01-26 01:28:02,-30.7414,30.455,74.32,82,94,5.82
519,Tabou,CI,2022-01-26 01:28:02,4.423,-7.3528,78.08,83,2,5.14
520,Nhulunbuy,AU,2022-01-26 01:25:15,-12.2333,136.7667,81.21,94,40,9.22
521,Bom Jardim,BR,2022-01-26 01:28:03,-7.7958,-35.5872,77.34,83,82,6.53
522,Brandon,US,2022-01-26 01:24:04,27.9378,-82.2859,56.01,89,100,1.01
523,Victor Harbor,AU,2022-01-26 01:28:04,-35.5667,138.6167,91.18,75,2,3.0
524,Christchurch,NZ,2022-01-26 01:28:04,-43.5333,172.6333,72.32,68,75,4.0
525,Matamoros,MX,2022-01-26 01:25:12,25.5333,-103.25,68.11,30,40,5.75
526,Makambako,TZ,2022-01-26 01:28:05,-8.8453,34.823,57.78,97,96,1.74
527,Skibbereen,IE,2022-01-26 01:28:05,51.55,-9.2667,42.6,86,32,2.68
528,Walvis Bay,NA,2022-01-26 01:28:06,-22.9575,14.5053,67.08,82,7,8.05
529,Beech Grove,US,2022-01-26 01:28:06,39.722,-86.09,19.85,60,0,1.99
530,Zlobin,HR,2022-01-26 01:28:07,45.2924,14.6541,26.38,82,0,0.0
531,Baijiantan,CN,2022-01-26 01:28:07,45.6333,85.1833,2.39,95,80,0.69
532,Sigli,ID,2022-01-26 01:28:08,5.3848,95.9609,78.57,80,95,3.04
533,Salmas,IR,2022-01-26 01:28:08,38.1973,44.7653,16.79,81,73,5.77
534,Komsomolskiy,UZ,2022-01-26 01:28:09,40.4272,71.7189,29.62,80,75,6.91
535,Taonan,CN,2022-01-26 01:28:09,45.3333,122.7833,4.51,83,47,4.0
536,Inyonga,TZ,2022-01-26 01:28:10,-6.7167,32.0667,64.29,93,100,4.07
537,Kenai,US,2022-01-26 01:28:10,60.5544,-151.2583,33.89,80,0,0.0
538,Muros,ES,2022-01-26 01:28:10,42.7762,-9.0603,49.23,91,1,8.23
539,Xining,CN,2022-01-26 01:25:04,36.6167,101.7667,19.53,77,100,0.63
540,Woodward,US,2022-01-26 01:28:11,36.4337,-99.3904,25.83,77,100,14.97
541,Chingirlau,KZ,2022-01-26 01:28:11,51.095,54.0814,7.77,94,100,10.09
542,Kousseri,CM,2022-01-26 01:28:12,12.0769,15.0306,67.96,18,19,10.36
543,Rochegda,RU,2022-01-26 01:28:13,62.8,43.25,22.66,88,100,4.5
544,Bilibino,RU,2022-01-26 01:28:13,68.0546,166.4372,-38.49,96,53,3.09
545,Evensk,RU,2022-01-26 01:28:13,61.95,159.2333,-3.69,84,100,6.33
546,Calabozo,VE,2022-01-26 01:28:14,8.9242,-67.4293,85.17,46,99,10.89
547,Matara,LK,2022-01-26 01:28:14,5.9485,80.5353,70.7,89,57,5.77
548,Sayula,MX,2022-01-26 01:28:15,19.8667,-103.6167,65.32,59,0,2.59
549,Taga,RO,2022-01-26 01:28:16,46.95,24.05,19.49,97,99,1.19
550,Lyuban,BY,2022-01-26 01:28:16,52.7985,28.0048,26.49,94,88,8.88
551,Baghdad,IQ,2022-01-26 01:27:43,33.3406,44.4009,40.91,70,0,2.3
552,Havre-Saint-Pierre,CA,2022-01-26 01:29:17,50.2334,-63.5986,14.59,85,100,17.27
553,Huntsville,US,2022-01-26 01:29:17,34.7304,-86.5861,41.2,65,0,5.99
554,Melfi,IT,2022-01-26 01:29:17,40.9965,15.6514,39.49,59,14,6.08
555,Ulaanbaatar,MN,2022-01-26 01:26:07,47.9077,106.8832,-25.47,68,48,0.0
556,Plettenberg Bay,ZA,2022-01-26 01:29:18,-34.0527,23.3716,67.12,95,100,4.99
557,Emerald,AU,2022-01-26 01:29:19,-23.5333,148.1667,89.74,40,40,11.5
558,Sabha,LY,2022-01-26 01:29:19,27.0377,14.4283,42.33,84,2,11.05
559,Altay,CN,2022-01-26 01:29:20,47.8667,88.1167,-1.16,57,0,7.23
560,Tortoli,IT,2022-01-26 01:29:20,39.9256,9.6572,42.62,87,0,3.44
561,Belaya Gora,RU,2022-01-26 01:29:21,68.5333,146.4167,-35.09,100,93,3.85
562,Vaitape,PF,2022-01-26 01:29:21,-16.5167,-151.75,80.73,77,78,13.47
563,Kaihua,CN,2022-01-26 01:29:22,23.3687,104.28,54.7,88,91,9.04
564,Copiapo,CL,2022-01-26 01:29:22,-27.3667,-70.3333,68.49,63,0,4.32
565,Verkhoyansk,RU,2022-01-26 01:29:23,67.5447,133.385,-16.38,100,100,1.77
